operator_provider,error_code,error_name,description,category,stage,retry,portal_action,source,verification
SmartPing,5215,HEADER_SUSPENDED_CUSTOMER,Customer-initiated header suspension,Header,DLR,NO,Check Header/Sender ID,Public SmartPing mapping,DOCUMENTED/PUBLIC
SmartPing,5215,HEADER_SUSPENSION_CUSTOMER_INITIATIVE_SELF_,Header Suspension - Customer initiative (Self),Header / Sender,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,smartpingerrorcode.xlsx,Uploaded source
SmartPing,5301,CONTENT_UNREGISTERED,Content unregistered,Template,DLR,NO,Check Template ID/content,Public SmartPing mapping,DOCUMENTED/PUBLIC
SmartPing,5302,CONTENT_BLACKLISTED,Content Blacklisted,Template / Content,DLR/Error,NO,Check provider/gateway logs and documentation,smartpingerrorcode.xlsx,Uploaded source
SmartPing,5302,CONTENT_BLACKLISTED,Content ID blacklisted,Template,DLR,NO,Check Template ID/content,Public SmartPing mapping,DOCUMENTED/PUBLIC
SmartPing,5303,CONTENT_WITH_UNKNOWN_CLI,Content with Unknown CLI,Header / Sender,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,smartpingerrorcode.xlsx,Uploaded source
SmartPing,5304,CONTENT_NOT_IN_DB,Content Not in DB,Template / Content,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,smartpingerrorcode.xlsx,Uploaded source
SmartPing,5305,CONTENT_TYPE_MISMATCHED,Content Type Mismatched,Template / Content,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,smartpingerrorcode.xlsx,Uploaded source
SmartPing,5306,CONTENT_ID_NOT_ACTIVE,Content ID not Active,Template / Content,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,smartpingerrorcode.xlsx,Uploaded source
SmartPing,5307,CONTENT_REGEX_NOT_MATCHED,Content Regex not matched,Template / Content,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,smartpingerrorcode.xlsx,Uploaded source
SmartPing,5308,CONTENT_ID_BLANK,Content ID Blank,Template / Content,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,smartpingerrorcode.xlsx,Uploaded source
SmartPing,5309,CONTENT_ID_BLACKLISTED_BY_VISPL,Content ID Blacklisted by VISPL,Template / Content,DLR/Error,NO,Check provider/gateway logs and documentation,smartpingerrorcode.xlsx,Uploaded source
SmartPing,5310,_CONTENT_MULTIPART_NOT_COMPLETE,. Content Multipart not complete,Template / Content,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,smartpingerrorcode.xlsx,Uploaded source
SmartPing,5311,_CONTENT_ACTIVE_INACTIVE_BY_VM_QL,. Content Active/Inactive by VM/QL,Template / Content,DLR/Error,NO,Check provider/gateway logs and documentation,smartpingerrorcode.xlsx,Uploaded source
SmartPing,5312,_CONTENT_VARIABLE_EXCEEDS,. Content variable exceeds,Template / Content,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,smartpingerrorcode.xlsx,Uploaded source
SmartPing,5313,TEMPLATE_SUSPENDED_DUE_TO_USAGE,Template Suspended Due to Usage,Template / Content,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,smartpingerrorcode.xlsx,Uploaded source
SmartPing,5314,TEMPLATE_SUSPENDED_DUE_TO_VALIDITY,Template Suspended Due to Validity,Template / Content,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,smartpingerrorcode.xlsx,Uploaded source
SmartPing,5315,TEMPLATE_SUSPENSION_CUSTOMER_INITIATIVE_SELF_,Template Suspension - Customer initiative (Self),Template / Content,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,smartpingerrorcode.xlsx,Uploaded source
SmartPing,5401,COMM_IS_TRANS_SE_SI_HEADER_IS_INACTIVE_BLACKLISTED,COMM is Trans/SE/SI & Header is Inactive/Blacklisted,Header / Sender,DLR/Error,NO,Check provider/gateway logs and documentation,smartpingerrorcode.xlsx,Uploaded source
SmartPing,5402,COMM_IS_TRANS_SE_SI_CONTENT_ID_IS_INACTIVE,COMM is Trans/SE/SI & Content_ID is Inactive,Template / Content,DLR/Error,NO,Check provider/gateway logs and documentation,smartpingerrorcode.xlsx,Uploaded source
SmartPing,5403,COMM_IS_TRANS_SE_SI_CONTENT_ASSOC_HEADER_IS_DIFFERENT,COMM is Trans/SE/SI & Content AssoC. Header is Different,Header / Sender,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,smartpingerrorcode.xlsx,Uploaded source
SmartPing,5404,COMM_IS_TRANS_CONTENT_IS_REGISTERED_FOR_SOME_OTHER_TYPE,COMM is Trans&Content is registered for some other type,Template / Content,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,smartpingerrorcode.xlsx,Uploaded source
SmartPing,5405,COMM_IS_SI_CONTENT_IS_REGISTERED_FOR_SOME_OTHER_TYPE,COMM is SI & Content is registered for some other type,Template / Content,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,smartpingerrorcode.xlsx,Uploaded source
SmartPing,5406,COMM_IS_SE_CONTENT_IS_REGISTERED_FOR_SOME_OTHER_TYPE,COMM is SE & Content is registered for some other type,Template / Content,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,smartpingerrorcode.xlsx,Uploaded source
SmartPing,5501,CONSENT_NOT_IN_DB,Consent Not in DB,Consent,DLR/Error,NO,Check provider/gateway logs and documentation,smartpingerrorcode.xlsx,Uploaded source
SmartPing,5502,CONSENT_EXPIRED,Consent Expired,Consent,DLR/Error,NO,Check provider/gateway logs and documentation,smartpingerrorcode.xlsx,Uploaded source
SmartPing,5503,CONSENT_REVOKED,Consent Revoked,Consent,DLR/Error,NO,Check provider/gateway logs and documentation,smartpingerrorcode.xlsx,Uploaded source
SmartPing,5504,CONSENT_INITIATED,Consent Initiated,Consent,DLR/Error,NO,Check provider/gateway logs and documentation,smartpingerrorcode.xlsx,Uploaded source
SmartPing,5505,CONSENT_VERIFIED,Consent_Verified,Consent,DLR/Error,NO,Check provider/gateway logs and documentation,smartpingerrorcode.xlsx,Uploaded source
SmartPing,5506,CONSENT_FAILED,Consent_Failed,Consent,DLR/Error,NO,Check provider/gateway logs and documentation,smartpingerrorcode.xlsx,Uploaded source
SmartPing,5507,CONSENT_DISCONNECTED,Consent_Disconnected,Consent,DLR/Error,NO,Check provider/gateway logs and documentation,smartpingerrorcode.xlsx,Uploaded source
SmartPing,5508,CONSENT_SBCHURN,Consent_SBchurn,Consent,DLR/Error,NO,Check provider/gateway logs and documentation,smartpingerrorcode.xlsx,Uploaded source
SmartPing,5510,MIGRATION_VERIFIED,Migration-Verified,Other,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,smartpingerrorcode.xlsx,Uploaded source
SmartPing,5901,URL_NOT_FOUND,URL_NOT_FOUND,Other,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,smartpingerrorcode.xlsx,Uploaded source
SmartPing,5902,URL_BLACKLISTED,URL_BLACKLISTED,Other,DLR/Error,NO,Check provider/gateway logs and documentation,smartpingerrorcode.xlsx,Uploaded source
SmartPing,5903,URL_INACTIVE,URL_INACTIVE,Other,DLR/Error,NO,Check provider/gateway logs and documentation,smartpingerrorcode.xlsx,Uploaded source
SmartPing,600,ENTITY_NOT_FOUND,ENTITY_NOT_FOUND,Entity,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,ANUJerror (1).pdf; smartpingerrorcode.xlsx,Uploaded source
SmartPing,601,ENTITY_NOT_REGISTERED,ENTITY_NOT_REGISTERED,Entity,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,ANUJerror (1).pdf; smartpingerrorcode.xlsx,Uploaded source
SmartPing,602,ENTITY_INACTIVE,ENTITY_INACTIVE,Entity,DLR/Error,NO,Check provider/gateway logs and documentation,ANUJerror (1).pdf; smartpingerrorcode.xlsx,Uploaded source
SmartPing,603,ENTITY_BLACKLISTED,ENTITY_BLACKLISTED,Entity,DLR/Error,NO,Check provider/gateway logs and documentation,ANUJerror (1).pdf; smartpingerrorcode.xlsx,Uploaded source
SmartPing,604,INVALID_ENTITY_ID,INVALID_ENTITY_ID,Entity,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,ANUJerror (1).pdf; smartpingerrorcode.xlsx,Uploaded source
SmartPing,605,ENTITY_ID_NOT_ALLOWED_FOR_TM,ENTITY_ID_NOT_ALLOWED_FOR_TM,Entity,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,ANUJerror (1).pdf; smartpingerrorcode.xlsx,Uploaded source
SmartPing,606 - 609,ENTITY_RESERVED,ENTITY_RESERVED,Entity,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,ANUJerror (1).pdf; smartpingerrorcode.xlsx,Uploaded source
SmartPing,610,TELEMARKETER_NOT_REGISTERED,TELEMARKETER_NOT_REGISTERED,Telemarketer,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,ANUJerror (1).pdf; smartpingerrorcode.xlsx,Uploaded source
SmartPing,611,TELEMARKETER_INACTIVE,TELEMARKETER_INACTIVE,Telemarketer,DLR/Error,NO,Check provider/gateway logs and documentation,ANUJerror (1).pdf; smartpingerrorcode.xlsx,Uploaded source
SmartPing,612,TELEMARKETER_BLACKLISTED,TELEMARKETER_BLACKLISTED,Telemarketer,DLR/Error,NO,Check provider/gateway logs and documentation,ANUJerror (1).pdf; smartpingerrorcode.xlsx,Uploaded source
SmartPing,613,TELEMARKETER_NOT_ALLOWED_FOR_ENTITY,TELEMARKETER_NOT_ALLOWED_FOR_ENTITY,Entity,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,ANUJerror (1).pdf; smartpingerrorcode.xlsx,Uploaded source
SmartPing,614-619,TELEMARKETER_RESERVED,TELEMARKETER_RESERVED,Telemarketer,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,ANUJerror (1).pdf; smartpingerrorcode.xlsx,Uploaded source
SmartPing,620,HEADER_NOT_FOUND,HEADER_NOT_FOUND,Header / Sender,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,ANUJerror (1).pdf; smartpingerrorcode.xlsx,Uploaded source
SmartPing,621,HEADER_INACTIVE,HEADER_INACTIVE,Header / Sender,DLR/Error,NO,Check provider/gateway logs and documentation,ANUJerror (1).pdf; smartpingerrorcode.xlsx,Uploaded source
SmartPing,622,HEADER_BLACKLISTED,HEADER_BLACKLISTED,Header / Sender,DLR/Error,NO,Check provider/gateway logs and documentation,ANUJerror (1).pdf; smartpingerrorcode.xlsx,Uploaded source
SmartPing,623,PEID_NOT_MATCHED_WITH_HEADER,PEID_NOT_MATCHED_WITH_HEADER,Entity,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,ANUJerror (1).pdf; smartpingerrorcode.xlsx,Uploaded source
SmartPing,624,HEADER_SUSPENDED_DUE_TO_VALIDITY,HEADER_SUSPENDED_DUE_TO_VALIDITY,Header / Sender,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,ANUJerror (1).pdf; smartpingerrorcode.xlsx,Uploaded source
SmartPing,625,HEADER_SUSPENDED_DUE_TO_USAGE,HEADER_SUSPENDED_DUE_TO_USAGE,Header / Sender,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,ANUJerror (1).pdf; smartpingerrorcode.xlsx,Uploaded source
SmartPing,626,HEADER_SUSPENDED_DUE_TO_CUSTOMER,HEADER_SUSPENDED_DUE_TO_CUSTOMER,Header / Sender,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,ANUJerror (1).pdf; smartpingerrorcode.xlsx,Uploaded source
SmartPing,627,HEADER_MISUSED_FOR_INVALID_CONTENT,HEADER_MISUSED_FOR_INVALID_CONTENT,Header / Sender,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,ANUJerror (1).pdf; smartpingerrorcode.xlsx,Uploaded source
SmartPing,628,HEADER_RESERVED,HEADER_RESERVED,Header / Sender,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,ANUJerror (1).pdf; smartpingerrorcode.xlsx,Uploaded source
SmartPing,629,HEADER_MISUSED_FOR_INVALID_CONTENT,HEADER_MISUSED_FOR_INVALID_CONTENT,Header / Sender,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,ANUJerror (1).pdf; smartpingerrorcode.xlsx,Uploaded source
SmartPing,630,TEMPLATE_NOT_FOUND,TEMPLATE_NOT_FOUND,Template / Content,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,ANUJerror (1).pdf; smartpingerrorcode.xlsx,Uploaded source
SmartPing,631,TEMPLATE_INACTIVE,TEMPLATE_INACTIVE,Template / Content,DLR/Error,NO,Check provider/gateway logs and documentation,ANUJerror (1).pdf; smartpingerrorcode.xlsx,Uploaded source
SmartPing,632,TEMPLATE_BLACKLISTED,TEMPLATE_BLACKLISTED,Template / Content,DLR/Error,NO,Check provider/gateway logs and documentation,ANUJerror (1).pdf; smartpingerrorcode.xlsx,Uploaded source
SmartPing,633,TEMPLATE_NOT_MATCHED,TEMPLATE_NOT_MATCHED,Template / Content,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,ANUJerror (1).pdf; smartpingerrorcode.xlsx,Uploaded source
SmartPing,634,HEADER_NOT_REGISTERED_FOR_TEMPLATE,HEADER_NOT_REGISTERED_FOR_TEMPLATE,Header / Sender,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,ANUJerror (1).pdf; smartpingerrorcode.xlsx,Uploaded source
SmartPing,635,TEMPLATE_VARIABLE_EXCEEDED_MAX_LENGTH,TEMPLATE_VARIABLE_EXCEEDED_MAX_LENGTH,Template / Content,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,ANUJerror (1).pdf; smartpingerrorcode.xlsx,Uploaded source
SmartPing,636,ERROR_IDENTIFYING_TEMPLATE,ERROR_IDENTIFYING_TEMPLATE,Template / Content,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,ANUJerror (1).pdf; smartpingerrorcode.xlsx,Uploaded source
SmartPing,637,INVALID_TEMPLATE_ID,INVALID_TEMPLATE_ID,Template / Content,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,ANUJerror (1).pdf; smartpingerrorcode.xlsx,Uploaded source
SmartPing,638,ENTITY_NOT_REGISTERED_FOR_TEMPLATE,ENTITY_NOT_REGISTERED_FOR_TEMPLATE,Entity,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,ANUJerror (1).pdf; smartpingerrorcode.xlsx,Uploaded source
SmartPing,639,TEMPLATE_SUSPENDED_DUE_TO_VALIDITY,TEMPLATE_SUSPENDED_DUE_TO_VALIDITY,Template / Content,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,ANUJerror (1).pdf; smartpingerrorcode.xlsx,Uploaded source
SmartPing,640,TEMPLATE_SUSPENDED_DUE_TO_USAGE,TEMPLATE_SUSPENDED_DUE_TO_USAGE,Template / Content,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,ANUJerror (1).pdf; smartpingerrorcode.xlsx,Uploaded source
SmartPing,641,TEMPLATE_SUSPENDED_DUE_TO_CUSTOMER,TEMPLATE_SUSPENDED_DUE_TO_CUSTOMER,Template / Content,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,ANUJerror (1).pdf; smartpingerrorcode.xlsx,Uploaded source
SmartPing,642,CTA_NOT_WHITELISTED,CTA_NOT_WHITELISTED,Other,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,smartpingerrorcode.xlsx,Uploaded source
SmartPing,643-649,TEMPLATE_RESERVED,TEMPLATE_RESERVED,Template / Content,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,smartpingerrorcode.xlsx,Uploaded source
SmartPing,650,PREFERENCE_NOT_MATCHED,Preference not matched,Preference/DND,DLR,PROVIDER-DEPENDENT,Check DND/preference/consent,Public SmartPing mapping,DOCUMENTED/PUBLIC
SmartPing,651,INVALID_PROMO_TIME,INVALID_PROMO_TIME,Other,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,ANUJerror (1).pdf; smartpingerrorcode.xlsx,Uploaded source
SmartPing,651,INVALID_PROMO_TIME,Invalid promotional time,Preference/DND,DLR,PROVIDER-DEPENDENT,Check DND/preference/consent,Public SmartPing mapping,DOCUMENTED/PUBLIC
SmartPing,652,SE_CATEGORY_BLOCK,SE_CATEGORY_BLOCK,Other,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,ANUJerror (1).pdf; smartpingerrorcode.xlsx,Uploaded source
SmartPing,652,SE_CATEGORY_BLOCK,Service/entity category block,Preference/DND,DLR,PROVIDER-DEPENDENT,Check DND/preference/consent,Public SmartPing mapping,DOCUMENTED/PUBLIC
SmartPing,653-659,PREFERENCE_RESERVED,PREFERENCE_RESERVED,DND / Preference,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,ANUJerror (1).pdf; smartpingerrorcode.xlsx,Uploaded source
SmartPing,660,CONSENT_FAILED,Consent failed,Consent,DLR,NO,Check DND/preference/consent,Public SmartPing mapping,DOCUMENTED/PUBLIC
SmartPing,661-669,CONSENT_RESERVED,CONSENT_RESERVED,Consent,DLR/Error,NO,Check provider/gateway logs and documentation,ANUJerror (1).pdf; smartpingerrorcode.xlsx,Uploaded source
SmartPing,670,SCRUBBING_FAILED,Scrubbing failed,Scrubbing,DLR,PROVIDER-DEPENDENT,Check DLT scrubbing/route,Public SmartPing mapping,DOCUMENTED/PUBLIC
SmartPing,671-699,SCRUBBING_RESERVED,SCRUBBING_RESERVED,DLT Scrubbing,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,ANUJerror (1).pdf; smartpingerrorcode.xlsx,Uploaded source
SmartPing,7001,ENTITY_INACTIVE,Entity inactive,Entity,DLR,NO,Check Entity/PE ID,Public SmartPing mapping,DOCUMENTED/PUBLIC
SmartPing,7001,ENTITY_IS_IN_ACTIVE,Entity is In-Active,Entity,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,smartpingerrorcode.xlsx,Uploaded source
SmartPing,7002,ENTITY_IS_BLACKLIST,Entity is Blacklist,Entity,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,smartpingerrorcode.xlsx,Uploaded source
SmartPing,7002,SCRUBBING_RESERVED,Reserved for scrubbing,Scrubbing,DLR,PROVIDER-DEPENDENT,Check DLT scrubbing/route,Public SmartPing mapping,DOCUMENTED/PUBLIC
SmartPing,7003,ENTITY_NOT_IN_DB,Entity not in DB,Entity,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,smartpingerrorcode.xlsx,Uploaded source
SmartPing,7003,ENTITY_NOT_IN_DB,Entity not in database,Entity,DLR,NO,Check Entity/PE ID,Public SmartPing mapping,DOCUMENTED/PUBLIC
SmartPing,7004,ENTITY_ID_BLANK,Entity ID blank,Entity,DLR,NO,Check Entity/PE ID,Public SmartPing mapping,DOCUMENTED/PUBLIC
SmartPing,7005,ENTITY_OP_INACTIVE,ENTITY_OP_INACTIVE,Entity,DLR/Error,NO,Check provider/gateway logs and documentation,smartpingerrorcode.xlsx,Uploaded source
SmartPing,7005,ENTITY_OPERATOR_INACTIVE,Entity operator inactive,Entity,DLR,NO,Check Entity/PE ID,Public SmartPing mapping,DOCUMENTED/PUBLIC
SmartPing,701,CTA_ERROR,CTA Error,Other,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,smartpingerrorcode.xlsx,Uploaded source
Telspil,000,DELIVERED,Delivered,Delivery,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,telspilerrorcode.txt,Uploaded source
Telspil,001,INVALID_NUMBER,Invalid Number,Subscriber / Number,DLR/Error,NO,Check provider/gateway logs and documentation,telspilerrorcode.txt,Uploaded source
Telspil,002,ABSENT_SUBSCRIBER,Absent Subscriber,Subscriber / Number,DLR/Error,MAYBE,Check provider/gateway logs and documentation,telspilerrorcode.txt,Uploaded source
Telspil,003,MEMORY_CAPACITY_EXCEEDED,Memory Capacity Exceeded,Other,DLR/Error,MAYBE,Check provider/gateway logs and documentation,telspilerrorcode.txt,Uploaded source
Telspil,004,MOBILE_EQUIPMENT_ERROR,Mobile Equipment Error,Equipment / Protocol,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,telspilerrorcode.txt,Uploaded source
Telspil,005,NETWORK_ERROR,Network Error,Network / SMSC,DLR/Error,MAYBE,Check provider/gateway logs and documentation,telspilerrorcode.txt,Uploaded source
Telspil,006,BARRING,Barring,Other,DLR/Error,NO,Check provider/gateway logs and documentation,telspilerrorcode.txt,Uploaded source
Telspil,007,INVALID_SENDER_ID,Invalid Sender ID,Header / Sender,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,telspilerrorcode.txt,Uploaded source
Telspil,008,DROPPED,Dropped,Other,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,telspilerrorcode.txt,Uploaded source
Telspil,009,NDNC_FAILED,NDNC Failed,Other,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,telspilerrorcode.txt,Uploaded source
Telspil,100,MISC_ERROR,Misc. Error,Other,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,telspilerrorcode.txt,Uploaded source
Telspil,111,ENTITY_NOT_REGISTERED,Entity not registered,Entity,DLR/Error,NO,Check provider/gateway logs and documentation,telspilerrorcode.txt,Uploaded source
Telspil,112,ENTITY_INACTIVE,Entity Inactive,Entity,DLR/Error,NO,Check provider/gateway logs and documentation,telspilerrorcode.txt,Uploaded source
Telspil,114,INVALID_TELEMARKETER,Invalid Telemarketer,Telemarketer,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,telspilerrorcode.txt,Uploaded source
Telspil,115,CLI_MISMATCH_WITH_TEMPLATE,CLI Mismatch with Template,Header / Sender,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,telspilerrorcode.txt,Uploaded source
Telspil,116,HEADER_INACTIVE,Header Inactive,Header / Sender,DLR/Error,NO,Check provider/gateway logs and documentation,telspilerrorcode.txt,Uploaded source
Telspil,117,HEADER_BLACKLISTED,Header Blacklisted,Header / Sender,DLR/Error,NO,Check provider/gateway logs and documentation,telspilerrorcode.txt,Uploaded source
Telspil,118,TEMPLATE_NOT_FOUND,Template not found,Template / Content,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,telspilerrorcode.txt,Uploaded source
Telspil,119,TEMPLATE_INACTIVE,Template Inactive,Template / Content,DLR/Error,NO,Check provider/gateway logs and documentation,telspilerrorcode.txt,Uploaded source
Telspil,120,TEMPLATE_NOT_MATCHED,Template not Matched,Template / Content,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,telspilerrorcode.txt,Uploaded source
Telspil,121,TEMPLATE_BLACKLISTED,Template blacklisted,Template / Content,DLR/Error,NO,Check provider/gateway logs and documentation,telspilerrorcode.txt,Uploaded source
Telspil,122,INVALID_CONSENT,Invalid Consent,Consent,DLR/Error,NO,Check provider/gateway logs and documentation,telspilerrorcode.txt,Uploaded source
Telspil,123,GENERAL_CONSENT_ERROR,General Consent error,Consent,DLR/Error,NO,Check provider/gateway logs and documentation,telspilerrorcode.txt,Uploaded source
Telspil,124,DLT_MISCELLANEOUS_ERROR,DLT Miscellaneous error,Other,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,telspilerrorcode.txt,Uploaded source
Telspil,125,TEMPLATE_VARIABLE_EXCEEDED,TEMPLATE_VARIABLE_EXCEEDED,Template / Content,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,telspilerrorcode.txt,Uploaded source
Telspil,126,INVALID_TEMPLATE_ID,Invalid Template id,Template / Content,DLR/Error,NO,Check provider/gateway logs and documentation,telspilerrorcode.txt,Uploaded source
Telspil,128,ENTITY_BLACKLISTED,Entity blacklisted,Entity,DLR/Error,NO,Check provider/gateway logs and documentation,telspilerrorcode.txt,Uploaded source
Telspil,129,ENTITY_NOT_FOUND,Entity not found,Entity,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,telspilerrorcode.txt,Uploaded source
Telspil,130,SPAM_FILTER,Spam filter,Other,DLR/Error,NO,Check provider/gateway logs and documentation,telspilerrorcode.txt,Uploaded source
Telspil,132,INVALID_PROMO_TIME,INVALID PROMO TIME,DND / Preference,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,telspilerrorcode.txt,Uploaded source
Telspil,700,CTA_NOT_WHITELISTED,CTA Not whitelisted,Other,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,telspilerrorcode.txt,Uploaded source
Telspil,812,INVALID_PE_TM_HASH_,Invalid PE-TM hash.,Entity,DLR/Error,PROVIDER-DEPENDENT,Check provider/gateway logs and documentation,telspilerrorcode.txt,Uploaded source
Vi,600,ENTITY_NOT_FOUND,No record found with Entity ID.,Entity,DLR/Submit,NO,Check Entity/PE ID,Common DLT mapping,VERIFY WITH OPERATOR
Vi,601,ENTITY_NOT_REGISTERED,Entity is not registered.,Entity,DLR/Submit,NO,Check Entity/PE ID,Common DLT mapping,VERIFY WITH OPERATOR
Vi,602,ENTITY_INACTIVE,Entity is inactive.,Entity,DLR/Submit,NO,Check Entity/PE ID,Common DLT mapping,VERIFY WITH OPERATOR
Vi,603,ENTITY_BLACKLISTED,Entity is blacklisted.,Entity,DLR/Submit,NO,Check Entity/PE ID,Common DLT mapping,VERIFY WITH OPERATOR
Vi,604,INVALID_ENTITY_ID,Invalid Entity ID.,Entity,DLR/Submit,NO,Check Entity/PE ID,Common DLT mapping,VERIFY WITH OPERATOR
Vi,605,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,606,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,607,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,608,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,609,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,610,TELEMARKETER_NOT_REGISTERED,Telemarketer is not registered.,Telemarketer,DLR/Submit,NO,Check TM ID,Common DLT mapping,VERIFY WITH OPERATOR
Vi,611,TELEMARKETER_INACTIVE,Telemarketer is inactive.,Telemarketer,DLR/Submit,NO,Check TM ID,Common DLT mapping,VERIFY WITH OPERATOR
